sentence	label
This place is overpriced and the service is not good at all.  When we where there children were riding bikes in the lot near the tables.  One almost hit our child.  Another customer said that if the owner had been there she would have not allowed the bikes to be there.  The cone was large to say the least but the taste left something to be desired.  Not the best neighborhood either with a bar nearby.  Our children were exposed to language that would have made a sailor blush.  We will not be back.  Also they will accept a credit card but not a debit card?????  Please get up with the times.	0
First time here and I wasnt impressed at all!  I should have gone to the dairy queen :-(	0
"Sometime ago,I was looking for someone to service my Grandfather clocks in my home. After extensive research,I ran across these folks. I couldn't be happier with the result of their visitation. The knowledge they possess and the professionalism with which they practice,is impeccable! ALL of my clocks are running at peak performance;they even took the time to look at my \""Black Forest\"" cuckoo clocks and passed on valuable advice as to how I should maintain them. I graciously appreciate their time,demeanor,and service! I wish no one else to service my clocks in the future! YOU CANNOT GO WRONG WITH THESE FOLKS! HIGHLY RECOMMENDED! Thank-you so much for all that you have done to restore my precious time pieces!"	1
I can not express my thanks & gratitude enough to everyone at Paul's Clock Repair.  I needed an Atmos clock repaired, which was given to me by my mother who had recently passed away.  I needed it done on a short time line since I live out-of-town and was leaving soon.  It is next to impossible to find anyone who can actually fix that type of clock especially anywhere close to where I live.  They were so accommodating and really really helped me out during a hard time.  Much thanks to Lisa for spending the time to teach my about the clock & how to take care of it and her dad for fixing it up!  My Atmos clock is now working great and looks wonderful on my mantle!	1
My beer distributor of choice - and there are others located closer to me.\n\nLet's be clear, it is no frills, cases of beer stacked up, limited cases in the cooler.  Selection is ok - if I were looking for something obscure - I wouldn't count on them having it.\n\nBut they are helpful and efficient.  They have convenient hours and parking**.  Also they helped me out in a keg emergency that saved a party.  Service in a jam earns my loyalty.\n\n**Note - most of their customers have no idea how to park in said parking lot.	1
Ha! The parking lot is good, and yet nobody can ever park properly or politely! This is a good distributor that is conveniently located, well-stocked, and has friendly staff. It is a little unfortunate that the only cases that are kept in the cooler are the less exotic beers, but their selection is fairly broad, and the space is small, so I won't dwell too much on that. Overall, a decent beer shop, as long as we are shackled to the idea of the distributor here in PA.	1
In my opinion, this is the best distributor in the city. The people running it are great, the selection is very good, and the prices are competitive with almost any other place I've been to. Because I'm not too picky, I typically have been stopping right at the front to buy the discounted brew that's usually out of season. You can't beat buying a case for $12.99. I'll continue to go here for my beer needs until I leave the city.	1
Love these guys! I have a huge picnic every year for my job, and I always use Pistella for my beverages.  They're nice folks, always get the order right, and it's on time.  I've also been to the store itself many times, and they do indeed have a great selection.	1
Animal Elegance is not much on the outside but the owner was very nice & LISTENED to how I wanted my teacup poodle groomed and used the products that I requested.\nI was very happy with my services and I will return. \n My poodles groom was $50,including tip, which I think is very reasonable.	1
I had a very unfortunate experience with this groomer. My dog  was not groomed to my specifications; infact she was butchered. I went to the trouble of taking a photo of my dog with  the haircut that I wanted, as well as speaking with the woman who assured me she would be grooming my dog. The owner groomed my dog, not the woman that I spoke with and she looked nothing like my dog when I picked her up. The owner was rude and did not even apologize for the horrible service. Do not take your dog there to be groomed!	0
"This is my go to place to get my Yorkiepoo groomed. The surrounding area looks a little \""sad\"", but let's face it, lots of areas look like that here in Pittsburgh. Inside, however, the place appears newer and well kept. My dog has gotten consistently good haircuts here and she's always in a good mood when I pick her up. That's a keeper in my books! Oh, and the cost is about $45-50, which I'd say is average for most groomers I've gone to."	1
I made it back here about two weeks ago.  I must say the experience was night and day compared to the one at the end of July.  Whether or not it was an off night I do not know, but the place was loud and crowded, the service was bad, and the food was mediocre at best.  I should have just waited it out at Point Brugge.  I won't becoming back anytime soon.	0
I've been told several times that this place had a great brunch.  Upon arrival, the menu was very limited and the service was abysmal despite a nearly empty restaurant.  We literally waited 15 mins. at our table and then left prior to ordering.	0
"I often have lunch at the nearby Point Brugge Cafe, but I decided to give Pino's a try today for a change of pace.  Bad idea.  My lady friend and I started with a pair of appetizers: greens & beans and \""Italian frites.\""  The latter, which the menu described as \""fresh cut, twice cooked, fresh herbs & roasted garlic,\"" were basically just regular-ass french fries - decent, but nowhere near worth their $6 price tag.  The greens and beans were even more of a rip-off: 8 FREAKIN' DOLLARS for a smallish bowl of rather flavorless produce.  Talk about a profit margin!\n\nAs a main course we shared a flatbread with goat cheese, caramelized onions, and roasted red pepper.  It was pretty good, but my enjoyment was diminished by the FM radio that was blaring through the loudspeakers.  Who wants to hear car commercials while eating a meal at a \""nice\"" restaurant?  Classless.\n\nConclusion: I'd rather wait 45 minutes for a table at Point Brugge than be seated immediately at Pino's."	0
Pino's appears to fashion itself something of a nouveau-Italian, smart casual neighborhood restaurant, and it's literally just that. Translation: the menu is uninspired and predictable. A relatively encompassing selection of appetizers and entrees revealed not quite a soul-crushing, but certainly a lackadaisical attitude toward ingredients, recipes and presentation, though the service was refreshingly excellent. Unfortunately, the only other reason you'd be dining in Point Breeze would be to enjoy the amazing Point Brugge Cafe just down the street. As a previous reviewer mentioned, I stopped in simply because the Brugge was full, but I unfortunately won't be making that mistake again.	0
"What a disappointment!! Evening started pretty badly and did not get much better.  \nWe had reservations for 5 people at 7PM this past Saturday. Two of us were there early and rudely treated by the hostess. She was vague about seating us and we decided to wait at the bar. When the rest of our group arrived (on time!!), I informed the hostess and she looked at me blankly and then the packed restaurant.  She told me it would be awhile. Huh? When asked what \""awhile\"" was, she said 20min.  But then seated us in 5 (she had to bus a table which I take it as one of the things she dislikes about her job - that and people).\n\nFood was a let down. Potato latkes were greasy and blah.  Fish tacos were recommended and were basically fried fish sticks.  Pumpkin risotta was heavy and confusing flavor wise.  Others had the same sentiments.\n\nService was rough.  Long waits and lack of attentiveness. Noise level (couldn't converse at all) made the night just a bit harer to tolerate.\nNot sure Pino's will get a repeat visit.  Disappointment:("	0
Bland food and poor service. Its a shame since it's a great location and could be much more, especially since there is always overflow from nearby point brugge.	0
Enjoyed a wonderful evening eating outdoors on a perfect Pittsburgh spring night.  The charcuterie plate worked well as an appetizer for 3 and included a fantastic balsamic dressing.  I had the best pasta and white clam sauce I've ever experienced, and the other members of our party enjoyed their entrees, as well.  Nice find in the Point Breeze neighborhood.	1
this place had a great selection. The mussels were outstanding and the staff was very professional!!. TRY IT YOU WILL LIKE IT!!!!!	1
The food here is ok but not worth the price. $15 corking fee? $9 a glass of garbage wine? Me thinks not.\n\nWhat really tops it off is the owner is beyond rude and doesn't care about the business. I heard it used to be much better but now I don't know anyone who eats there...	0
Another really good meal here!  My friend and I went for soup and appetizers--and licked the plates clean!  Gazpacho, pasta fagiole, homemade bread, eggplant with mozzarella and my favorite...the roasted veggie platter.  So much food we didn't think we would eat it, but it was so good we did!  They also had their doors open and we were able to sit outside in the cool summer air--great way to kick of summer!	1
"I grew up just the street from Pino's and my family were probably its most regular customers -- we got take-out at least once or twice a week for many many years, and always enjoyed the pizza and hot subs. I've just been back for the first time in 6 years after moving away, and was pretty unimpressed... The decor looks nice, but the food was wayyyyy overpriced for what it was. $22 dollars for a plate of pasta, really? It claimed to be \""fresh pasta,\"" but it was completely tough and chewy (not \""al dente,\"" just undercooked), and not very large. I'm not sure when the restaurant changed, but I think it really missed the mark... People WANT a casual, friendly, affordable neighborhood place that they can bring the kids to. Why take that away?"	0
Stopped in without a reservation around 7 pm. I ordered the house soup. It was very yummy. The soup was a tomato based soup with noodles and chick peas. I also tried the sausage flatbread. The flatbread sizing easily fed one. My boyfriend shared with me. The tomato sauce and peppers on it really made the flatbread. \n\nI really one to come back int the summer when the front windows are opened and enjoy some wine and small dishesa	1
Nice atmosphere with above average food. This restaurant has a lot of potential. The wait staff was far below average: They were slow, and we had to ask multiple times for things. They were not the most polite wait staff, and our waitress was either a little demeaning or very socially awkward.	0
"We were huge fans of Pinos a few years back before the wine bar concept was adopted. In all honesty, we haven't been back for a year though we kept saying \"" we have to get to Pinos!\"" Needless to say, we were disappointed.  The place has changed and not for the better.  It seems in an effort to create a quaint wine bar, Pinos lost sight of the original draw and that was the food.  The menu has been scaled back considerably.  Though the food was adequate, it's not the same.  I came here because the food was amazing and with that no longer being the case, I doubt we will return.  Hopefully, things will change back to how they were.  Customer advice for what it's worth.  Refocus on great italian food not a wine bar concept.   Sometimes a liquor license is not the best investment!!!"	0
I live in Connecticut and visit family in Pittsburgh often. Pino's is my favorite Pittsburgh restaurant. \n\nI don't have one favorite dish because I usually order one of the specials, which change often. I ordered from the regular menu for the first time a couple of weeks ago. The Bolognese sauce on tagliatelle pasta (I think the menu has it on rigatoni) was as good as what I had in Italy. My son had the seafood risotto. It was so good, I need to order it next time.\n\nMy brother is a retired chef and hates to eat out because few restaurants are worth paying for what he can make better at home. He loved his meal and his tastes of everyone else's at the table (there were 10 of us). He was giddy to enjoy eating out for the first time in in a long time.\n\nOh, they also make great cocktails and have a very, very nice wine list.\n\nOh, if you think you can only get good fries and mussels at the Belgium place around the corner, try Pino's. The fries are topped with crispy herbs... yum!\n\nNo, it isn't cheap. But, I'm happy to pay for quality.	1
"If you don't like your food... do not send it back to the kitchen... The \""Chef\"" will come out and scream at you... Stay away from this place."	0
Great	0
Definitely overpriced for what they offered.  Took my car in to check my AC, they didn't get back to me for the whole day, and decided to fix whatever the problem was without asking me and charging me an insane about (approximately $150 more than most places).  Definitely will not go back there again.	0
I was passing through Pittsburgh and discovered a headlight was out.  I found Bastone through Yelp and drove over.  \n\nThey fixed the light on the spot charging me $12.  First impressions are great - very clean repair shop and the service for this minor repair was done in a friendly and welcoming manner.	1
Love this place, really nice people willing to help and pretty decent prices..	1
"This Giant Eagle truly is giant!  And believe me, that's about all it has going for it!  You would think that this means you can find what you want, and generally you can, but it also means enormous crowds, no matter when you shop here.\n\nYou know that a trip to a large, \""one size fits all\"" chain grocery store like this is not quite the same as shopping at Macy's or Boscov's.  You know that it's pretty hard to give a place like this five stars.  Its purpose is purely utilitarian.  But good gravy, you'd think that a place like this could handle large crowds.  It shouldn't take you a half-hour just to get one item.  \n\nThat's what happened to me yesterday.  I would have been better off going to Cogo's or 7-11.  I might have paid a bit more, but I would have been in-and-out in under five minutes.  I prefer the Giant Eagle in Squirrel Hill."	0
I prefer this store to the Market District on Centre. It's just as overpriced and poorly laid out and maybe a bit grimy, but carries less products to sift through when you just need to grab some simple things, hopefully not produce. Parking is easy and you can hit up the unpretentious Wine and Spirits in the same stop. I think this plaza still exists to prevent impoverished people from venturing into the other newer fancier stores which are a mere half mile away and designed to appeal to people who think they are cultured and discerning.	0
"Been yelled at by other customers (today for instance)...place is super ghetto...avoid at all cost. Today, left a full cart bacause a woman (with a baby in a stoller) shouted at me for \""cutting in line\"". Will never go back. At night it is a nightmare."	0
I agree with other reviews, this store is poorly laid out and honestly makes no sense. Sometimes bigger is not always better. I used to head here often while living near Shadyside to stop at the Family Dollar & hit GE in one run. \n\nI normally only stopped here for a Redbox movie. My debit card got hacked at an outdoor Redbox at a Get Go so I'll only go to a Redbox that is indoor like this one. \n\nAnyways, I'd hit up the liquor store for some wine afterwards for dealing with long lines/wait & awkward clientele outside.	0
Ugh. Dirty. Long lines. Walked out without making purchase .	0
"Figure I'd give Supercuts a shot since Giant Eagle sells their gift cards so it is great for fuelperks.  I don't remember her name but she is one of the \""bigger\"" woman there.  I wanted to grow out my hair longer but it was looking messy.  So I asked her for a trim to get the sides/back cleaned up.  She said ok and off she goes.  5 minutes later, we were done.   Yes, just like a bad date, we were done in 5 minutes.\n\nI got home, showered, and saw the damage.  It was messy.  What's worst is every day it grows, it looked even worst.\n\nI'll just stick to my usual barber."	0
Food: There are countless options to choose from for vegetarians or carnivores, but the food is only so-so.  We've ordered takeout numerous times due to proximity, and nothing has been bad, but nothing has been special.  The general Tso's tofu and the Moo Shu vegetables are the best things we've ordered.  The eggplant was soggy and not great.  The portions are large.  Nothing is particularly spicy even if it is mentioned as being spicy on the menu.\n\nPrice: Tasty is cheap.  \n\nDrinks: N/A\n\nAtmosphere: Typical Chinese takeout place.  A photo of every single meal they offer is on the wall.  Located in the plaza next to Pizza Parma.  Decent location for that end of Shadyside.\n\nService: The employees speak poor English but can usually understand what you are askingt/telling them.  The food is usually ready for takeout within 10-15 minutes.\n\n(+): many options, cheap, ready quickly\n\n(-): food is nothing to write home about\n\nWould I go back again? If I'm feeling too lazy/broke to go anywhere else.	0
This place features everything you can expect from a standard hole-in-a-wall Chinese restaurant. There's zero ambiance, offers quick take-out and the service is rude. I decided to give Tasty a try because it's conveniently located on Highland Avenue and has easy parking.\n\nI ordered the Kung Pao Chicken and Crab Rangoon. Sadly, they prepared Kung Pao Beef instead. It's extremely disappointing to receive the wrong food. It's even more disappointing when the restaurant refuses to correct the order. While it wasn't what I ordered, the food was good...but there is better Chinese food out there.	0
Tasteless food that arrived over an hour after it was ordered and was cold.  Will never order from here again.	0
Not Tasty At All.	0
Never received my order and was left in a bad mood. The driver did not carry GPS for delivery, did not know my address which is right in squirrel hill, did not listen to me (or did not understand me?) when I tried to give him directions, asked me to pick up food from an intersection 0.3 miles away from my apartment in snow, and finally yelled at me to cancel my order. \n\nCannot comment about food, but whatever experience I had left a bad taste.	0
Home of the Italian Army.\n\nVento's is located in the East Liberty section of Pittsburgh right next to Home Depot. They have been in business forever! They are a pizza and hoagie shop. They are famous for their Italian Army hoagie. I have friends that as soon as they land in Pittsburgh they come straight to Vento's for the pizza! It is Sicilian style pizza and It is delicious! Everything is made fresh so sometimes you have to wait a little while for your food. It's best to call ahead if you're really hungry.\n\nThey have tables and booths for seating. You can even play the PA lottery there. \n\nNo debit or credit cards. CASH ONLY!\n\n(F.Y.I. There is a generic ATM that charges $1.75 to make a withdraw.)	1
I had heard lots of good things about Vento's. Unfortunately I did not get to experience these things. The service was slow and lukewarm. The pizza was expensive and not the same price in the restaurant as advertised on the website http://www.ventospizza.com/. Also, no credit or debit cards here.  You're directed to the ATM in the restaurant that charges a fee of $1.75.   I ordered ahead and although I had to wait for my pizza when I got there I received it cold and it just was not that good.  I also ordered provolone sticks which also did not taste good.	0
We were visiting from out of town and just spent 6 hours driving. Found this place, read reviews on Yelp which were OK, and decided to ordered two slices. Hum...sorry not slices. More like two squares of cheesy bread. When we said these aren't slices, the lady at the register looked confused as though pizzas always look like that. We obviously aren't locals by the way we were dressed so the lady (who talked terribly) should have notified us when we first ordered it! They also have pictures of real pizzas on the wall -_-\nIt also took a really long time to cook those little things because they weren't pizzas. Since I was so hungry, i ordered another square of unhappiness and it was handed to me in the cooking wrapper not a paper plate, ugh. Definitely never going there if we come to visit again!	0
Horrible Food don't waste your money\n\nThis is the worse cardboard covered cheese & sauce so called pizza I've ever had, I haven't had this garbage since grade school cafeteria food, Most of the reviews on here rant about what a great place this is how much fun you'll have there. IDK where that place is cuz the one I wan in today in East Liberty by the Home Depot was getto beyond belief the food is bad & the people aren't nice & friendly.\n\nLoudness is an issue there when the lottery area has a sign saying because of back round noise your number may be wrong. Not one person there had decent customer service skills I had to ask the girl 3 times to speak up and I have excellent hearing. I ordered a small pizza I got a medium that was greasy on top but the crust was stale. \n\nI looked forward to getting some great pizza man this place really disappointed me today.	0
Oh I love this place. Their pizzas are square/rectangle! A single slice is a little pricey for the size, so if you're going to go, get a whole pie. It is in the strangest location (Home Depot's parking lot)!! The picture of the founder is adorable and hilarious. Love this place!	1
"This place has the worst service I've ever seen. I called in two cold sandwiches and was told it would be 15 mins. When I got to the counter, the lady working rudely told me to wait for my name to be called because she didn't have my ticket to ring up the order. Um, okay...then walk over and get it so i can pay for it! So I waited and waited as people who came in long after me got their orders. The \""workers\"" just stand around and spend more time talking to the regulars and trying to act like they are a big deal. I had to leave without my order after 40 minutes. DO NOT GO HERE!"	0
This is great, simple, traditional italian american food. The salads are good. The pizza is really great (I stopped ordering from anywhere else).  The veal cannelloni is awesome too.	1
This was one of the worst dinners out I've had in recent memory. On the other hand, I wasn't expecting much, so I guess the place lived up to my expectations. I've been trying to think of a good way to describe their food, and the best I can come up with is as follows. Imagine a cafeteria pasta dinner you might have been served as a child away at summer camp, and you'll have a pretty good idea. In other words, the food is perfectly edible here, but boring, and nothing you would want to actually pay for. There was nothing disgusting about it, it was just extremely uninspiring. To be fair, I only tried the pasta, bread, salad, soup, and calamari, so maybe they have amazing pizza here... It's possible, although unlikely based on what I've seen.\n\nOn the upside, the service was friendly enough, and there were plenty of empty tables at prime dinner time! If you're hungry, you'll definitely be full when you leave.	0
I went to this place because I had a LivingSocial voucher. Even with this voucher I feel like I paid too much money. I think I could have had better food if I went over to the Giant Eagle across the street and heated up a Lean Cuisine. I do have to wonder why the owners would put out the living social deal when what really would help business at the restaurant would be simply to improve the quality of the food.\nThe only positives I can give are that it isn't pretentious and the waiter provided very good service. It was almost empty for a Monday at 7 PM, so if you are desperately starving, not able to go to better restaurants nearby or heat up food from your local grocer's freezer, this might be a tolerable food option.  Again, it is advisable to be desperately starving.	0
Mikes took my car after horrible repairs/service from Kenny Ross South.  The service was great and I even got to meet the owner who came out to personally speak with me on a busy Friday afternoon.  Great guys there.	1
I took my car to Mike's auto body as it's recommended by Geico and is part of their easy claims and repair process.  This was a big mistake.  Like many of the reviewers here, I was initially told it would take a certain amount of time, and then, at the last minute, on the day I was supposed to get my car back, they told me it would be a few more days.  Their excuse?  The headlamp that came in didn't have a bulb with it.  Seriously?  Since this was the Geico rep telling me this I couldn't really argue, but I don't know why Geico keeps working with a business that repeatedly does this to its customers.\n\nI got the car back in great condition, cleaned on the outside, and the console wiped down inside.  All in all, just alright - go here if you're not pressed for time and you've got Geico, otherwise shop around.	0
"I never grew up with a pet so getting one was a new experience. I had always heard kill/no-kill shelters whatever... I got my new dog Crosby from ARL which happens to be a \""kill shelter\"". Thinking about this, I felt truly good getting him there because I felt as though I was saving him from some other destiny. However, he is so cute that I'm sure someone else would have adopted him...\n\nThe shelter itself is large and the volunteers and vet-techs that you interact with are very friendly. The dogs are constantly walked and you can tell the animals receive a ton of love from the staff. Adoption is made easy unless you rent in which case you should probably bring a letter from your landlord stating you are allowed to adopt. Another perk is that when Crosby had \""kennel cough\"" we went after hours to get him some medication and they still let us in and treated him...In short, great adoption experience at ARL."	1
I could never stop saying good things about the Animal Rescue League! As other reviewers have pointed out, going there both breaks and warms your heart.  I adopted my puppy, Brock, back in January, and I couldn't be happier.  The staff was super helpful and very kind. They gave us enough time to make sure Brock was the right dog for us, and also made sure we knew what we were getting ourselves into. (Brock is a husky mix, so he's a ball full of energy. Great running buddy! :) ) \nI will most definitely be back and plan on telling all friends considering a pet to adopt from the ARL!	1
Staff members here have always come up short. A past kennel worker  sold his litter of pit bull puppies in east liberty and the shelter was made aware of it  but excused it. \n\nThey will lie to surrendering families because they don't  want the cold hard truth, the good, bad and the ugly to leak out to the public. They lie ! \nThey kill many many animals because of a very subjective behavioral test that their dog hating staff performs .\n\nThey kill more pets for space than any other pittsburgh shelter.\n\nMany volunteers walk on eggshells here because they know an animals life is hanging in the balance and they are afraid to speak up or not allowed back in to volunteer . \n\nWeak leadership. This is the cities highest cat and dog death rate of any shelter or rescue in western pa	0
"This is a terrible shelter.  It appears that they routinely turn away (or kill, unless you state you will take them back) cats because they are \""overcrowded.\""  They will tell you that your cat has a \"" behavioral issue\"" to address turning said animal away. Mark that you will take your cat (or dog, etc.) back or else you risk having them \""put down.\"""	0
I just adopted my second dog from this shelter, I think they're wonderful! You must keep in mind that no rescue shelter is going to look like a 5 Star hotel and be able to keep every animal free from illness, but the ARL does a great job. All pets are spayed/neutered, vaccinated, and receive a microchip. Your first vet visit after your adoption is half-off their already cheap prices at their in-house vet clinic. They also give you a little goodie bag along with the pets vet records.  I'm so thankful for the furry friends I've adopted from the ARL!	1
Vincent has done several hems and jacket alterations on men suits for me. Items have always been one time and done well. I would recommend this place to anyone searching for a tailor in Pittsburgh. \n\nIt does seem a little expensive, but worth it, because its done correctly.	1
It was 1:00 pm on Friday and i was in a serious bind... I needed new suit pants altered and my flight was leaving the next day at 10:00 am. I called and Vincent said he would help. He got the job done, with a smile and his work was perfection. \n\nI would recommend Vincent to anyone needing alterations. Great customer service.	1
The times I've been here, its been an OK experience. However, their store hours are absolutely terrible. Closing at 7pm basically means they're never open when I would need to go there. Despite this being more conveniently located, Walgreens and Target end up getting most of my quick-shop business, simply due to late hours at night when I need to cook, clean, realize I'm out of toothpaste, have a headache, need a last-minute birthday card or whatever.	0
This place is a disaster. I made an appointment online for 5:30PM. When I got there they refused me service, asserting they close at 6:00PM. Nevermind that online published hours are from 7AM to 7PM. Furthermore, their own system sent me a confirmation email for my 5:30PM appointment. Finally, this building is an absolute dump... Goodyear should be ashamed to have the brand attached to it.	0
Tire replacement, was told it would take about 1.5 hours (when I had an existing appointment). It's almost been 2.5 hours and I'm still waiting. Ridiculous.	0
"I experienced three main issues with this Goodyear location while purchasing/installing a new set of tires:\n\n-They did not have my name or appointment in their system when I showed up. Fortunately, they still honored my appointment. \n\n-They did not install tires correctly. Left for a business trip the following day, and once I got on the highway and my speed passed 65 mph, the car began to rattle (with my new \""comfort tread\"" tires). Booked an appointment, and they fixed the issue.\n\n-Two months later, I went to my Toyota dealership for routine maintenace. The dealer mechanic found that the lugnuts on the tires had been over torqued by Goodyear. So the Toyota mechanic had to saw them off of each tire and replace them with non-security locked nuts. (If I had a flat on the side of the road, I would have been SOL).\n\nAll of these issues were entirely preventable. The lack of expertise and techincal skill at this Goodyear location is abysmal. I do not recommend."	0
I was just there this morning for a 10am appointment to get my summer tires swapped out for my winter tires.  My regular mechanic was overbooked and there is snow coming on Monday.  Receptionist scheduled me in just fine and the quoted price was reasonable, so I said OK.  Upon arrival, store manager stated that they will not touch the car as it has aftermarket rims and lug nuts.  He did not state any restrictions about aftermarket parts as they could not guarantee the work.  I asked if this was the case for all rims and he became a little snotty.  I had heart surgery a while back and I can't do the jack and tire work as not to tear at my incision/breastplate, if this was not the case with my health, I'd certainly take care of it.  Aftermarket rims are common - should not be an issue.  Last time I ever set foot in that place.	0
Poor service that leaves tenants to fight mildew on their own. When asked to repair something, Rockwel Realty will do it on their terms and refuse to give you notice of when they will enter your apartment despite multiple requests\n\nWhen asked to clean mildew, they did in fact clean it with bleach while also spilling bleach on my sheets and ruining them. When told about this problem and that the mildew returned they said it was my fault for not turning the heat up and that damage done during service is an inherent risk the tenant is responsible for and nothing could be done. Their solution was for me to clean the mildew instead of properly insulating the unit to prevent mildew. \n\nThe entire building also has severe electrical problems that causes all lights to be replaced twice a month. No permanent fixes are made to existing units, but there is constant construction to expand an old building so they can collect more rent.	0
Exceptionally poor maintenance service. They refused to start heat before mid-October and the centrally heated apartment grew very chilly as Fall progressed. On another occasion, they refused to change a rusted and weak lock. The lock eventually gave way and I locked myself into the bathroom. After the incident, I requested that the lock be changed immediately, and one of the owners threatened saying that we were in default of our lease agreement for not keeping our apartment as clean as when it had been leased to us. Dealing with Rocco and Elisabeth is nice, but good luck getting anything done with Nick who seems to be increasingly handling the operations of Rockwel.	0
I'm a lawyer in NY and I'm visiting a friend in Pittsburgh. I am blown away by the code violations in this unit. The tenants said they have reported these issues to the owner and to no avail. I am hoping to direct these tenants to a lawyer in PA.	0
This place is nestled in a nice location next to the city water reservoir and highland park, making it a great place to grab a coffee if you are out for a morning walk. It offers a clean and casual interior and draws a more eclectic crowd than most cafes- leans a bit towards the business casual crowd. Still ha that neighborhood feel though. I have never had food there though they offer paninis. Great desserts. Good espressos and okay coffee.Outdoor seating. Good place to study. Plenty of laptop outlets and free wireless.	1
Do you see how all of the other reviews give this place 5 stars - this place is way more than a 5 star coffee shop.  I am giving all 5 stars to this delightful coffee shop because it is the perfect community coffee shop.  I am slightly saddened that they took out the 2 overstuffed chairs, but they need more tables because people like to come here and people hanging out in their community is a good thing.  It is 11:30 on a Monday morning and the place is almost full - there are always people coming going, getting coffee.\n\nIt is a great place to sit and read the paper or to pick up some coffee on your way to some place else.\n\nEnrico's also has become a hub for other community activities - there a a couple of weekly bike groups that meet here.\n\nOther reasons to love this place (I know some of the other reviews highlighted these but I thought they were worth repeating).\n\n- free wifi\n- outside tables\n- tasty treats\n- they have a blog!\n- really great coffee\n- the staff are coffee experts	1
Tazza D'Oro has a generally European decor, with dark, rich colors and textures, and a cozy layout that makes the most of the space. The espresso is, bar none, the best I've had - including my admittedly limited travels in Italy. It's stellar espresso - rich, thick, potent without being sour or bitter, with unique nuances that vary slightly depending on the shot and the weather, but are always fantastic.\n\nThe coffee is also terrific, and Tazza D'Oro uses Batdorf & Bronson beans - the best I've ever had for home grinding. They have a good selection of pastries and cookies, as well as a broad selection of tasty sandwiches that come with a satisfying side salad.\n\nIn addition, they have a wonderful selection of teas; I'm no expert, and don't know their supplier, but the half-dozen different blends I've tried were all memorably flavorful.\n\nAll that, and it's a lovely center of community, where you can bring your laptop or a book or a friend and spend the day. No one is rushed out the door, and there almost always seems to be a little room for your studies or conversation.	1
One of my favorite coffee places in Pittsburgh. THey also have pretty good sandwiches and salads if you are looking for some light lunch food. Otherwise, they have plenty of pasteries/cookies to eat that are pretty good.	1
Some of the best coffee I've ever had.  Ever.\n\nStick with an Italian Cappuccino and bring a good friend for some good conversation.	1
Quick service, amazing coffee, nice vibe.	1
Good coffee!! The atmosphere is nice, it was good to get out of the cold when we took our walk :)\n\nThe coffee was good, and not too expensive.	1
Outstanding lattes. Period. \n\nThe service can be *very* slow, but the latte is worth the wait. And, the staff does not seem to care to chat with customers, but they make darn good lattes so who cares.\n\nTucked in the beautiful Highland Park neighborhood among many historic houses and close to the handful Bryant street restaurants, Tazza D'oro is a fantastic place for coffee lovers like me. A nice short walk from Highland Park is a welcome plus. Get the latte, take a stroll down the street to explore the houses, and take a walk in the park. That is a beautiful and coffeeful sunny summer afternoon for you. \n\nThey also have food, but I cannot speak for that. The interior is somewhat run down at places, but that gives it character.	1
Finally, a great neighborhood coffee shop that just so happens to brew fantastic coffee. The espresso is incredible, which makes for an excellent cappuccino, and the food is pretty good, too. Croissants, muffins, and other baked goods top the breakfast list, while made-to-order paninis and delicious homemade soups round out the lunch menu.\n\nThe crowd at Enrico's is varied, which I really enjoy. My 65-year-old neighbor and his crew of retired friends pull up a chair every day at 3:00 pm next to business folks, college students, techies, and other folks who are looking for a good brew.\n\nNo frills, no extras; just nice people in a quaint coffee shop, brewing up warm goodness.	1
"It was a bit out of the way of where we were staying, but I was swayed by the Yelp reviews!  You did not steer me wrong. \n\nA nice little coffee joint in a quiet neighborhood, Enrico's was the perfect spot to get my caffeine fix before starting the day at full speed.  My wife and I both got lattes and pastries, and everything was good to go.\n\nIt looked like we were the only patrons that didn't plan on spending the whole day there, rooted to a chair.  We got the next to last free table.  Almost every \""two-top\"" had only one person sitting at it.  I would imagine it's tough to find a seat sometimes. \n\nRecommend!\n\nP.s. I thought it was interesting that you can also purchase bike tire tubes here."	1
What a great find! I frequent the nearby Bryant street restaurants, but did not even know this place existed until a friend of mine brought took me here today for hot chocolate. I immediately fell in love it. The baristas were very friendly and my hot chocolate was great! There were also some incredibly delicious-looking pastries which I will need to go back soon to try. There was a nice ambience - it was quiet but not uncomfortable so. It would be a great place to study, read, or visit with friends.\n\nYou should expect to wait a few minutes for your drink, but it is well worth it :-)	1
BEST COFFEE IN PITTSBURGH!\n\nYou might think there is better coffee elsewhere.  You're wrong!\n\nI love this coffee shop, and there is a second location the Gates Building at CMU that I like to go to--their panini are to die for.\n\nI love this place, and you will too!	1
Best coffee it Pittsburgh? Maybe, but this place is certainly competitive. French Press, Drip, espresso, or pour over? You name it they've got it. Only downside of this place is a limited food and pastry selection. If it is just coffee you want you this is the place. It is it a bit snobbish sure, but not nearly as much as many of the other coffee shops in Pittsburgh.	1
This is a quiet little nook in Highland Park that is perfect for tea, coffee, snacks and getting some work done or catching up with an old friend. I used to frequent this place much more when I lived in Pittsburgh, but I still make an effort to come back a few times a year for the ambience. It is great in the summer and fall because they have a few tables outside.  The staff is great and the prices are reasonable, too. The only change I could think of would be to put on some soft easy listening music. It'd make the vibe a little more comfortable!	1
